timestamp,symbol,open,high,low,close,volume,period_idx,query_idx,percentage
2025-10-25 10:28:24.001268,BTCUSDT,111748.11,111778.0,111734.33,111778.0,5.64193,0,0,0.0
2025-10-25 11:28:45.558154,BTCUSDT,111644.82,111644.83,111633.96,111633.96,1.14559,0,1,0.5988023952095809
2025-10-25 12:29:07.115040,BTCUSDT,111470.86,111470.86,111436.29,111436.29,2.73053,0,2,1.1976047904191618
2025-10-25 13:29:28.671926,BTCUSDT,111225.36,111247.21,111225.35,111247.21,6.23982,0,3,1.7964071856287425
2025-10-25 14:29:50.228812,BTCUSDT,111356.0,111356.01,111356.0,111356.01,0.80547,0,4,2.3952095808383236
2025-10-25 15:30:11.785698,BTCUSDT,111630.6,111690.0,111619.6,111636.67,20.63461,0,5,2.9940119760479043
2025-10-25 16:30:33.342584,BTCUSDT,111630.04,111700.0,111630.04,111695.46,12.32872,0,6,3.592814371257485
2025-10-25 17:30:54.899470,BTCUSDT,111518.81,111518.81,111504.0,111504.0,4.22412,0,7,4.191616766467066
2025-10-25 18:31:16.456356,BTCUSDT,111364.26,111364.27,111364.26,111364.27,0.20757,0,8,4.790419161676647
2025-10-25 19:31:38.013242,BTCUSDT,111560.99,111560.99,111557.25,111557.25,5.10178,0,9,5.389221556886228
2025-10-25 20:31:59.570128,BTCUSDT,111555.01,111555.02,111535.48,111538.59,3.15418,0,10,5.9880239520958085
2025-10-25 21:32:21.127014,BTCUSDT,111813.05,111821.89,111813.03,111813.03,11.28218,0,11,6.58682634730539
2025-10-25 22:32:42.683900,BTCUSDT,111711.01,111711.01,111693.83,111693.84,1.80241,0,12,7.18562874251497
2025-10-25 23:33:04.240786,BTCUSDT,111655.38,111655.38,111622.3,111622.3,2.02041,0,13,7.784431137724551
2025-10-26 00:33:25.797672,BTCUSDT,111478.75,111478.76,111468.26,111468.26,1.28477,0,14,8.383233532934131
2025-10-26 01:33:47.354558,BTCUSDT,111434.36,111460.29,111434.35,111460.29,5.57135,0,15,8.982035928143713
2025-10-26 02:34:08.911444,BTCUSDT,111536.36,111625.55,111536.35,111600.0,19.86568,0,16,9.580838323353294
2025-10-26 03:34:30.468330,BTCUSDT,111623.46,111623.47,111600.0,111600.0,10.12478,0,17,10.179640718562874
2025-10-26 04:34:52.025216,BTCUSDT,111654.39,111698.84,111654.38,111698.83,9.26321,0,18,10.778443113772456
2025-10-26 05:35:13.582102,BTCUSDT,111787.0,111787.01,111756.26,111756.26,4.73265,0,19,11.377245508982035
2025-10-26 06:35:35.138988,BTCUSDT,112515.09,112515.1,112360.88,112382.93,60.70081,0,20,11.976047904191617
2025-10-26 07:35:56.695874,BTCUSDT,112342.49,112366.99,112292.43,112366.99,17.47941,0,21,12.574850299401197
2025-10-26 08:36:18.252760,BTCUSDT,112804.77,112907.41,112804.77,112904.73,4.9604,0,22,13.17365269461078
2025-10-26 09:36:39.809646,BTCUSDT,113682.92,113682.92,113592.27,113611.86,18.08505,0,23,13.77245508982036
2025-10-26 10:37:01.366532,BTCUSDT,113587.99,113614.0,113544.9,113609.45,6.84095,0,24,14.37125748502994
2025-10-26 11:37:22.923418,BTCUSDT,113810.18,113810.18,113782.84,113803.19,6.40553,0,25,14.97005988023952
2025-10-26 12:37:44.480304,BTCUSDT,113494.92,113494.93,113483.25,113483.25,2.05839,0,26,15.568862275449103
2025-10-26 13:38:06.037190,BTCUSDT,113549.99,113557.47,113533.06,113533.06,5.68663,0,27,16.16766467065868
2025-10-26 14:38:27.594076,BTCUSDT,113621.23,113621.24,113592.01,113592.01,3.83412,0,28,16.766467065868262
2025-10-26 15:38:49.150962,BTCUSDT,113725.47,113793.93,113725.47,113762.23,24.88926,0,29,17.365269461077844
2025-10-26 16:39:10.707848,BTCUSDT,113621.23,113634.83,113621.23,113634.83,6.8219,0,30,17.964071856287426
2025-10-26 17:39:32.264734,BTCUSDT,113410.97,113410.98,113410.97,113410.97,0.26933,0,31,18.562874251497004
2025-10-26 18:39:53.821620,BTCUSDT,113338.76,113442.59,113332.93,113412.75,23.18287,0,32,19.16167664670659
2025-10-26 19:40:15.378506,BTCUSDT,114559.41,114574.3,114500.07,114522.05,17.35676,0,33,19.760479041916167
2025-10-26 20:40:36.935392,BTCUSDT,114654.03,114658.72,114604.99,114658.72,6.04243,0,34,20.35928143712575
2025-10-26 21:40:58.492278,BTCUSDT,114845.5,114845.5,114797.66,114809.18,12.44447,0,35,20.958083832335326
2025-10-26 22:41:20.049164,BTCUSDT,115255.02,115255.02,115218.64,115230.76,9.28737,0,36,21.55688622754491
2025-10-26 23:41:41.606050,BTCUSDT,115069.53,115069.53,114989.57,114989.57,41.54052,0,37,22.15568862275449
2025-10-27 00:42:03.162936,BTCUSDT,114949.77,114949.77,114941.84,114941.85,2.33284,0,38,22.75449101796407
2025-10-27 01:42:24.719822,BTCUSDT,115232.71,115232.72,115232.71,115232.71,1.49329,0,39,23.353293413173652
2025-10-27 02:42:46.276708,BTCUSDT,115645.0,115645.0,115601.81,115641.76,24.44254,0,40,23.952095808383234
2025-10-27 03:43:07.833594,BTCUSDT,115696.04,115696.04,115642.7,115689.69,9.245,0,41,24.550898203592812
2025-10-27 04:43:29.390480,BTCUSDT,115600.35,115650.0,115600.35,115650.0,38.5129,0,42,25.149700598802394
2025-10-27 05:43:50.947366,BTCUSDT,115280.04,115300.0,115214.02,115221.53,13.2757,0,43,25.748502994011975
2025-10-27 06:44:12.504252,BTCUSDT,115356.99,115356.99,115271.73,115295.87,9.19635,0,44,26.34730538922156
2025-10-27 07:44:34.061138,BTCUSDT,115400.0,115400.01,115381.82,115381.82,7.6701,0,45,26.94610778443114
2025-10-27 08:44:55.618024,BTCUSDT,115433.6,115454.04,115433.6,115447.25,4.81762,0,46,27.54491017964072
2025-10-27 09:45:17.174910,BTCUSDT,115094.88,115114.71,115080.61,115114.71,5.43447,0,47,28.143712574850298
2025-10-27 10:45:38.731796,BTCUSDT,114825.5,114933.34,114814.0,114863.41,15.55347,0,48,28.74251497005988
2025-10-27 11:46:00.288682,BTCUSDT,114847.66,114928.0,114842.1,114925.31,9.04817,0,49,29.34131736526946
2025-10-27 12:46:21.845568,BTCUSDT,114976.37,114988.47,114953.08,114963.06,5.04659,0,50,29.94011976047904
2025-10-27 13:46:43.402454,BTCUSDT,115414.72,115414.73,115352.36,115370.88,5.65572,0,51,30.538922155688624
2025-10-27 14:47:04.959340,BTCUSDT,115664.57,115664.58,115608.61,115608.62,3.58067,0,52,31.137724550898206
2025-10-27 15:47:26.516226,BTCUSDT,115434.75,115478.78,115434.75,115478.77,2.65549,0,53,31.736526946107784
2025-10-27 16:47:48.073112,BTCUSDT,115004.55,115004.55,114981.75,114981.76,4.51707,0,54,32.33532934131736
2025-10-27 17:48:09.629998,BTCUSDT,114670.18,114758.37,114670.17,114675.89,20.73051,0,55,32.93413173652694
2025-10-27 18:48:31.186884,BTCUSDT,114559.4,114559.4,114480.68,114480.68,3.12724,0,56,33.532934131736525
2025-10-27 19:48:52.743770,BTCUSDT,114258.14,114267.62,114258.13,114267.61,3.58772,0,57,34.13173652694611
2025-10-27 20:49:14.300656,BTCUSDT,114163.62,114163.62,114132.33,114132.33,13.78862,0,58,34.73053892215569
2025-10-27 21:49:35.857542,BTCUSDT,113901.83,113926.58,113898.71,113909.6,5.94018,0,59,35.32934131736527
2025-10-27 22:49:57.414428,BTCUSDT,114500.74,114509.91,114498.27,114501.89,2.97547,0,60,35.92814371257485
2025-10-27 23:50:18.971314,BTCUSDT,113749.78,113919.87,113749.78,113885.98,35.59695,0,61,36.52694610778443
2025-10-28 00:50:40.528200,BTCUSDT,113780.66,113842.95,113780.66,113823.61,4.53738,0,62,37.12574850299401
2025-10-28 01:51:02.085086,BTCUSDT,114017.33,114017.33,114000.0,114000.0,2.56187,0,63,37.72455089820359
2025-10-28 02:51:23.641972,BTCUSDT,113577.62,113606.66,113570.97,113599.98,15.76409,0,64,38.32335329341318
2025-10-28 03:51:45.198858,BTCUSDT,114154.04,114179.49,114128.58,114143.31,10.70199,0,65,38.92215568862276
2025-10-28 04:52:06.755744,BTCUSDT,114220.01,114220.01,114190.51,114200.22,6.1934,0,66,39.52095808383233
2025-10-28 05:52:28.312630,BTCUSDT,114435.48,114438.67,114435.47,114438.67,2.38947,0,67,40.119760479041915
2025-10-28 06:52:49.869516,BTCUSDT,114490.28,114547.1,114490.28,114547.09,3.55193,0,68,40.7185628742515
2025-10-28 07:53:11.426402,BTCUSDT,114564.97,114588.59,114564.96,114588.58,9.69446,0,69,41.31736526946108
2025-10-28 08:53:32.983288,BTCUSDT,114361.68,114361.68,114313.48,114315.49,20.43698,0,70,41.91616766467065
2025-10-28 09:53:54.540174,BTCUSDT,114453.01,114473.33,114440.54,114455.9,10.21934,0,71,42.51497005988024
2025-10-28 10:54:16.097060,BTCUSDT,115324.33,115364.96,115306.65,115327.16,13.96079,0,72,43.11377245508982
2025-10-28 11:54:37.653946,BTCUSDT,115004.01,115086.0,115004.0,115074.25,17.66857,0,73,43.712574850299404
2025-10-28 12:54:59.210832,BTCUSDT,114722.2,114722.2,114607.71,114639.6,14.09239,0,74,44.31137724550898
2025-10-28 13:55:20.767718,BTCUSDT,115359.63,115399.91,115332.78,115348.72,9.41691,0,75,44.91017964071856
2025-10-28 14:55:42.324604,BTCUSDT,115369.06,115395.63,115326.62,115395.63,20.16996,0,76,45.50898203592814
2025-10-28 15:56:03.881490,BTCUSDT,114937.52,114943.59,114935.31,114943.58,1.34897,0,77,46.10778443113773
2025-10-28 16:56:25.438376,BTCUSDT,113650.0,113653.65,113590.0,113653.65,12.0714,0,78,46.706586826347305
2025-10-28 17:56:46.995262,BTCUSDT,112821.43,112863.09,112806.14,112807.3,8.62149,0,79,47.30538922155689
2025-10-28 18:57:08.552148,BTCUSDT,113092.62,113092.63,113000.0,113000.01,10.97747,0,80,47.90419161676647
2025-10-28 19:57:30.109034,BTCUSDT,113207.19,113235.81,113207.18,113207.19,4.19519,0,81,48.50299401197605
2025-10-28 20:57:51.665920,BTCUSDT,112939.42,112939.42,112887.99,112907.37,8.2321,0,82,49.101796407185624
2025-10-28 21:58:13.222806,BTCUSDT,112520.25,112520.25,112442.87,112442.88,23.15737,0,83,49.700598802395206
2025-10-28 22:58:34.779692,BTCUSDT,112529.02,112545.8,112500.02,112500.03,2.91628,0,84,50.29940119760479
2025-10-28 23:58:56.336578,BTCUSDT,112659.99,112666.75,112659.99,112666.75,3.10875,0,85,50.898203592814376
2025-10-29 00:59:17.893464,BTCUSDT,112523.49,112535.3,112511.17,112511.18,2.62886,0,86,51.49700598802395
2025-10-29 01:59:39.450350,BTCUSDT,112810.56,112810.56,112807.34,112807.35,2.60592,0,87,52.09580838323353
2025-10-29 03:00:01.007236,BTCUSDT,113048.31,113060.0,113001.88,113001.89,5.40788,0,88,52.69461077844312
2025-10-29 04:00:22.564122,BTCUSDT,113260.7,113284.79,113241.61,113284.79,5.14349,0,89,53.293413173652695
2025-10-29 05:00:44.121008,BTCUSDT,113545.77,113610.51,113545.76,113592.31,19.76627,0,90,53.89221556886228
2025-10-29 06:01:05.677894,BTCUSDT,113082.59,113086.79,113048.89,113048.89,2.66206,0,91,54.49101796407185
2025-10-29 07:01:27.234780,BTCUSDT,112943.18,113031.8,112943.17,113022.77,15.4056,0,92,55.08982035928144
2025-10-29 08:01:48.791666,BTCUSDT,112815.41,112815.41,112745.88,112760.99,4.29189,0,93,55.688622754491014
2025-10-29 09:02:10.348552,BTCUSDT,113228.3,113228.31,113162.37,113177.07,11.46826,0,94,56.287425149700596
2025-10-29 10:02:31.905438,BTCUSDT,113129.42,113140.0,113117.33,113140.0,5.6193,0,95,56.886227544910184
2025-10-29 11:02:53.462324,BTCUSDT,112679.84,112679.84,112530.3,112576.29,97.58543,0,96,57.48502994011976
2025-10-29 12:03:15.019210,BTCUSDT,112384.36,112409.63,112265.69,112265.69,30.0292,0,97,58.08383233532935
2025-10-29 13:03:36.576096,BTCUSDT,111362.1,111382.31,111350.0,111361.14,21.65931,0,98,58.68263473053892
2025-10-29 14:03:58.132982,BTCUSDT,111329.77,111343.94,111286.19,111328.31,15.1905,0,99,59.2814371257485
2025-10-29 15:04:19.689868,BTCUSDT,111624.41,111624.41,111112.36,111389.0,100.26426,0,100,59.88023952095808
2025-10-29 16:04:41.246754,BTCUSDT,110768.0,111040.0,110768.0,110946.25,31.77331,0,101,60.47904191616767
2025-10-29 17:05:02.803640,BTCUSDT,110460.65,110493.99,110408.89,110408.96,15.35405,0,102,61.07784431137725
2025-10-29 18:05:24.360526,BTCUSDT,111459.33,111499.99,111459.33,111499.0,3.39994,0,103,61.67664670658682
2025-10-29 19:05:45.917412,BTCUSDT,111450.0,111450.01,111242.53,111243.91,67.47414,0,104,62.27544910179641
2025-10-29 20:06:07.474298,BTCUSDT,110877.84,110882.39,110833.93,110835.1,56.91586,0,105,62.874251497005986
