timestamp,symbol,open,high,low,close,volume,period_idx,query_idx,percentage
2025-11-20 10:14:01.830893,BTCUSDT,92011.38,92032.55,91961.66,91961.66,22.19295,0,0,0.0
2025-11-20 10:29:01.830893,BTCUSDT,91917.97,92252.11,91830.06,92187.7,225.32974,0,1,25.0
2025-11-20 10:44:01.830893,BTCUSDT,91627.72,91673.13,91451.99,91673.13,81.67609,0,2,50.0
2025-11-20 10:59:01.830893,BTCUSDT,91529.36,91529.36,91260.0,91296.92,82.41304,0,3,75.0
2025-11-20 11:14:01.830893,BTCUSDT,90705.37,90868.56,90644.95,90866.44,28.21998,0,4,100.0
2025-11-20 11:14:01.830893,BTCUSDT,90705.37,90868.56,90644.95,90866.44,28.21998,1,0,0.0
2025-11-20 11:29:01.830893,BTCUSDT,91452.53,91548.76,91313.15,91412.58,37.32947,1,1,25.0
2025-11-20 11:44:01.830893,BTCUSDT,91026.0,91065.25,90874.34,90875.41,37.20961,1,2,50.0
2025-11-20 11:59:01.830893,BTCUSDT,91103.19,91171.78,90989.4,90992.73,14.14418,1,3,75.0
2025-11-20 12:14:01.830893,BTCUSDT,90406.0,90410.13,90250.0,90317.69,58.50275,1,4,100.0
2025-11-20 12:14:01.830893,BTCUSDT,90406.0,90410.13,90250.0,90317.69,58.50275,2,0,0.0
2025-11-20 12:29:01.830893,BTCUSDT,90629.88,90629.89,90390.3,90398.01,43.72213,2,1,25.0
2025-11-20 12:44:01.830893,BTCUSDT,90596.81,90608.6,90495.63,90535.81,19.75816,2,2,50.0
2025-11-20 12:59:01.830893,BTCUSDT,89869.88,89911.73,89800.0,89829.25,48.72562,2,3,75.0
2025-11-20 13:14:01.830893,BTCUSDT,88722.8,89253.81,88600.0,88739.15,252.56625,2,4,100.0
2025-11-20 13:14:01.830893,BTCUSDT,88722.8,89253.81,88600.0,88739.15,252.56625,3,0,0.0
2025-11-20 13:29:01.830893,BTCUSDT,88709.52,88834.05,88613.27,88817.15,39.60901,3,1,25.0
2025-11-20 13:44:01.830893,BTCUSDT,88224.76,88329.61,88160.0,88249.0,26.62469,3,2,50.0
2025-11-20 13:59:01.830893,BTCUSDT,87878.1,88158.49,87742.75,87859.19,156.05393,3,3,75.0
2025-11-20 14:14:01.830893,BTCUSDT,87049.92,87192.39,86933.95,87135.84,266.66779,3,4,100.0
2025-11-20 14:14:01.830893,BTCUSDT,87049.92,87192.39,86933.95,87135.84,266.66779,4,0,0.0
2025-11-20 14:29:01.830893,BTCUSDT,87131.99,87366.46,87074.0,87342.25,44.64506,4,1,25.0
2025-11-20 14:44:01.830893,BTCUSDT,86758.35,86779.47,86667.39,86696.01,59.28406,4,2,50.0
2025-11-20 14:59:01.830893,BTCUSDT,87233.8,87233.8,86939.59,87040.64,79.53349,4,3,75.0
2025-11-20 15:14:01.830893,BTCUSDT,87699.81,87769.23,87577.52,87607.9,99.96541,4,4,100.0
2025-11-20 15:14:01.830893,BTCUSDT,87699.81,87769.23,87577.52,87607.9,99.96541,5,0,0.0
2025-11-20 15:29:01.830893,BTCUSDT,86960.28,86989.75,86900.0,86944.32,40.14006,5,1,25.0
2025-11-20 15:44:01.830893,BTCUSDT,86767.29,86767.29,86667.57,86708.05,43.22954,5,2,50.0
2025-11-20 15:59:01.830893,BTCUSDT,86486.27,86488.08,86370.0,86401.27,24.2687,5,3,75.0
2025-11-20 16:14:01.830893,BTCUSDT,86420.78,86457.24,86337.49,86457.24,68.97344,5,4,100.0
2025-11-20 16:14:01.830893,BTCUSDT,86420.78,86457.24,86337.49,86457.24,68.97344,6,0,0.0
2025-11-20 16:29:01.830893,BTCUSDT,86928.0,86928.0,86669.23,86683.7,60.12165,6,1,25.0
2025-11-20 16:44:01.830893,BTCUSDT,86679.96,86739.02,86579.97,86685.62,40.61868,6,2,50.0
2025-11-20 16:59:01.830893,BTCUSDT,86921.27,86921.27,86805.32,86859.49,22.13903,6,3,75.0
2025-11-20 17:14:01.830893,BTCUSDT,86335.17,86548.38,86334.0,86537.97,41.1044,6,4,100.0
2025-11-20 17:14:01.830893,BTCUSDT,86335.17,86548.38,86334.0,86537.97,41.1044,7,0,0.0
2025-11-20 17:29:01.830893,BTCUSDT,87056.72,87131.07,87056.71,87062.8,24.93144,7,1,25.0
2025-11-20 17:44:01.830893,BTCUSDT,86591.45,86634.52,86573.52,86597.27,6.33246,7,2,50.0
2025-11-20 17:59:01.830893,BTCUSDT,86462.97,86615.38,86429.09,86607.72,72.67779,7,3,75.0
2025-11-20 18:14:01.830893,BTCUSDT,86920.48,86977.0,86880.0,86962.33,12.78357,7,4,100.0
2025-11-20 18:14:01.830893,BTCUSDT,86920.48,86977.0,86880.0,86962.33,12.78357,8,0,0.0
2025-11-20 18:29:01.830893,BTCUSDT,87154.65,87165.29,87062.91,87067.6,35.32164,8,1,25.0
2025-11-20 18:44:01.830893,BTCUSDT,87595.92,87607.25,87544.0,87565.01,16.2752,8,2,50.0
2025-11-20 18:59:01.830893,BTCUSDT,87282.44,87287.35,87192.91,87213.43,89.10843,8,3,75.0
2025-11-20 19:14:01.830893,BTCUSDT,87894.11,87960.0,87885.91,87953.49,21.60806,8,4,100.0
2025-11-20 19:14:01.830893,BTCUSDT,87894.11,87960.0,87885.91,87953.49,21.60806,9,0,0.0
2025-11-20 19:29:01.830893,BTCUSDT,88131.55,88145.97,88039.01,88063.41,12.38131,9,1,25.0
2025-11-20 19:44:01.830893,BTCUSDT,88131.0,88151.04,88086.0,88151.04,11.87625,9,2,50.0
2025-11-20 19:59:01.830893,BTCUSDT,88065.98,88173.09,88046.27,88154.29,15.46047,9,3,75.0
2025-11-20 20:14:01.830893,BTCUSDT,87563.32,87671.43,87535.4,87648.02,13.88979,9,4,100.0
2025-11-20 20:14:01.830893,BTCUSDT,87563.32,87671.43,87535.4,87648.02,13.88979,10,0,0.0
2025-11-20 20:29:01.830893,BTCUSDT,87265.52,87274.0,87213.27,87220.18,11.81616,10,1,25.0
2025-11-20 20:44:01.830893,BTCUSDT,87042.48,87076.0,86925.96,86925.97,15.34519,10,2,50.0
2025-11-20 20:59:01.830893,BTCUSDT,86637.22,86754.0,86592.0,86701.11,16.44883,10,3,75.0
2025-11-20 21:14:01.830893,BTCUSDT,87286.75,87344.23,87233.52,87264.35,39.54924,10,4,100.0
